Gene stable ID,Transcript stable ID,Exon stable ID
ENSMUSG00000026304,ENSMUST00000128226,ENSMUSE00000290606
ENSMUSG00000026304,ENSMUST00000128226,ENSMUSE00000734710
ENSMUSG00000100791,ENSMUST00000187127,ENSMUSE00001330578
ENSMUSG00000100791,ENSMUST00000187127,ENSMUSE00001322091
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000858796
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000658803
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00001270343
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00001212768
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000232085
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000232076
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000232068
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000232060
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000232051
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000232043
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000232036
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000232025
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00001251904
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000232003
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000231992
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000231980
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000231969
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000469680
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00001263082
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00001235384
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00001249187
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00001232326
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000231912
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000658798
ENSMUSG00000041406,ENSMUST00000097493,ENSMUSE00000658797
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000858796
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000658803
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00001270343
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00001212768
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000232085
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000232076
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000232068
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000232060
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000232051
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000232043
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000232036
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000232025
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00001251904
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000232003
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000231992
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000231980
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000231969
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000469680
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00001263082
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00001235384
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00001249187
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00001232326
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000231912
ENSMUSG00000041406,ENSMUST00000045876,ENSMUSE00000231904
ENSMUSG00000041406,ENSMUST00000159617,ENSMUSE00000860068
ENSMUSG00000041406,ENSMUST00000159617,ENSMUSE00001270096
ENSMUSG00000041406,ENSMUST00000159617,ENSMUSE00001270630
ENSMUSG00000041406,ENSMUST00000159617,ENSMUSE00001308847
ENSMUSG00000041406,ENSMUST00000159617,ENSMUSE00001215065
ENSMUSG00000041406,ENSMUST00000159617,ENSMUSE00000854199
ENSMUSG00000041406,ENSMUST00000159617,ENSMUSE00000853346
ENSMUSG00000041406,ENSMUST00000161321,ENSMUSE00000871169
ENSMUSG00000041406,ENSMUST00000161321,ENSMUSE00001301044
ENSMUSG00000041406,ENSMUST00000161321,ENSMUSE00000851746
ENSMUSG00000041406,ENSMUST00000160926,ENSMUSE00000866408
ENSMUSG00000041406,ENSMUST00000160926,ENSMUSE00000867242
ENSMUSG00000041406,ENSMUST00000160926,ENSMUSE00001304808
ENSMUSG00000041406,ENSMUST00000160926,ENSMUSE00001247015
ENSMUSG00000041406,ENSMUST00000160926,ENSMUSE00000862645
ENSMUSG00000041406,ENSMUST00000162949,ENSMUSE00000849477
ENSMUSG00000041406,ENSMUST00000162949,ENSMUSE00000854908
ENSMUSG00000041396,ENSMUST00000045694,ENSMUSE00000398048
ENSMUSG00000041396,ENSMUST00000045694,ENSMUSE00000688041
ENSMUSG00000041396,ENSMUST00000111490,ENSMUSE00000688041
ENSMUSG00000041396,ENSMUST00000111490,ENSMUSE00000688042
ENSMUSG00000103960,ENSMUST00000195691,ENSMUSE00001342752
ENSMUSG00000037503,ENSMUST00000047534,ENSMUSE00000461733
ENSMUSG00000037503,ENSMUST00000047534,ENSMUSE00001207540
ENSMUSG00000037503,ENSMUST00000047534,ENSMUSE00000233585
ENSMUSG00000037503,ENSMUST00000047534,ENSMUSE00000233570
ENSMUSG00000037503,ENSMUST00000047534,ENSMUSE00000233564
ENSMUSG00000037503,ENSMUST00000047534,ENSMUSE00000451722
ENSMUSG00000037503,ENSMUST00000047534,ENSMUSE00000451283
ENSMUSG00000037503,ENSMUST00000170092,ENSMUSE00001207540
ENSMUSG00000037503,ENSMUST00000170092,ENSMUSE00000233585
ENSMUSG00000037503,ENSMUST00000170092,ENSMUSE00000233570
ENSMUSG00000037503,ENSMUST00000170092,ENSMUSE00000451722
ENSMUSG00000037503,ENSMUST00000170092,ENSMUSE00001329329
ENSMUSG00000037503,ENSMUST00000170092,ENSMUSE00000875288
ENSMUSG00000037503,ENSMUST00000170092,ENSMUSE00001321656
ENSMUSG00000037503,ENSMUST00000185469,ENSMUSE00001207540
ENSMUSG00000037503,ENSMUST00000185469,ENSMUSE00000233585
ENSMUSG00000037503,ENSMUST00000185469,ENSMUSE00001334015
ENSMUSG00000037503,ENSMUST00000185469,ENSMUSE00001326393
ENSMUSG00000037503,ENSMUST00000185469,ENSMUSE00001326816
ENSMUSG00000037503,ENSMUST00000185469,ENSMUSE00001319781
ENSMUSG00000037503,ENSMUST00000185469,ENSMUSE00001324689
ENSMUSG00000037503,ENSMUST00000191307,ENSMUSE00001207540
ENSMUSG00000037503,ENSMUST00000191307,ENSMUSE00000233585
ENSMUSG00000037503,ENSMUST00000191307,ENSMUSE00000233570
ENSMUSG00000037503,ENSMUST00000191307,ENSMUSE00000233564
ENSMUSG00000037503,ENSMUST00000191307,ENSMUSE00001318136
ENSMUSG00000037503,ENSMUST00000191307,ENSMUSE00000881930
ENSMUSG00000037503,ENSMUST00000191307,ENSMUSE00001329897
ENSMUSG00000037503,ENSMUST00000185279,ENSMUSE00001332841
ENSMUSG00000037503,ENSMUST00000185279,ENSMUSE00001328198
ENSMUSG00000037503,ENSMUST00000185279,ENSMUSE00001330868
ENSMUSG00000037503,ENSMUST00000185231,ENSMUSE00001207540
ENSMUSG00000037503,ENSMUST00000185231,ENSMUSE00000233585
ENSMUSG00000037503,ENSMUST00000185231,ENSMUSE00001334610
ENSMUSG00000037503,ENSMUST00000185231,ENSMUSE00001322049
ENSMUSG00000037503,ENSMUST00000185231,ENSMUSE00001328443
ENSMUSG00000037503,ENSMUST00000140534,ENSMUSE00000461733
ENSMUSG00000037503,ENSMUST00000140534,ENSMUSE00001213297
ENSMUSG00000037503,ENSMUST00000140534,ENSMUSE00000825967
ENSMUSG00000037503,ENSMUST00000167518,ENSMUSE00001207540
ENSMUSG00000037503,ENSMUST00000167518,ENSMUSE00000233585
ENSMUSG00000037503,ENSMUST00000167518,ENSMUSE00000233570
ENSMUSG00000037503,ENSMUST00000167518,ENSMUSE00000233564
ENSMUSG00000037503,ENSMUST00000167518,ENSMUSE00000451722
ENSMUSG00000037503,ENSMUST00000167518,ENSMUSE00000881930
ENSMUSG00000037503,ENSMUST00000167518,ENSMUSE00000894255
ENSMUSG00000037503,ENSMUST00000167518,ENSMUSE00000900287
ENSMUSG00000026639,ENSMUST00000194407,ENSMUSE00001338618
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00001338300
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00001340667
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00001339336
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00001338307
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00001342281
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000284309
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000161353
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000161347
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00001208195
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00001217472
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00001225657
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000284279
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000284273
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000284267
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000161343
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000161342
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000161360
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000913169
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000382925
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000337234
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000375926
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000341126
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000412073
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000334069
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000382217
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000336756
ENSMUSG00000026639,ENSMUST00000194677,ENSMUSE00000871953
ENSMUSG00000026639,ENSMUST00000192322,ENSMUSE00001340667
ENSMUSG00000026639,ENSMUST00000192322,ENSMUSE00000284309
ENSMUSG00000026639,ENSMUST00000192322,ENSMUSE00000161353
ENSMUSG00000026639,ENSMUST00000192322,ENSMUSE00000161347
ENSMUSG00000026639,ENSMUST00000192322,ENSMUSE00001208195
ENSMUSG00000026639,ENSMUST00000192322,ENSMUSE00001217472
ENSMUSG00000026639,ENSMUST00000192322,ENSMUSE00001225657
ENSMUSG00000026639,ENSMUST00000192322,ENSMUSE00001337129
ENSMUSG00000026639,ENSMUST00000192322,ENSMUSE00001339865
ENSMUSG00000026639,ENSMUST00000162977,ENSMUSE00000869641
ENSMUSG00000026639,ENSMUST00000162977,ENSMUSE00000862373
ENSMUSG00000026639,ENSMUST00000162977,ENSMUSE00000863727
ENSMUSG00000026639,ENSMUST00000193128,ENSMUSE00001339336
ENSMUSG00000026639,ENSMUST00000193128,ENSMUSE00001337434
ENSMUSG00000026639,ENSMUST00000193128,ENSMUSE00001344405
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000284309
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000161353
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000161347
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00001208195
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00001217472
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00001225657
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000284279
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000284273
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000284267
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000161343
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000161342
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000161360
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000913169
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000382925
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000337234
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000375926
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000341126
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000412073
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000334069
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000382217
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000336756
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000871953
ENSMUSG00000026639,ENSMUST00000016315,ENSMUSE00000865743
ENSMUSG00000026639,ENSMUST00000162180,ENSMUSE00000869989
ENSMUSG00000026639,ENSMUST00000162180,ENSMUSE00000864897
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000284309
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000161353
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000161347
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00001208195
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00001217472
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00001225657
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000284279
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000284273
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000284267
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000161343
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000161342
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000161360
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000913169
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000382925
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000337234
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000375926
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000341126
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000412073
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000334069
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000382217
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000336756
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000860866
ENSMUSG00000026639,ENSMUST00000159955,ENSMUSE00000852625
ENSMUSG00000026639,ENSMUST00000161526,ENSMUSE00000871642
ENSMUSG00000026639,ENSMUST00000161526,ENSMUSE00001263379
ENSMUSG00000026639,ENSMUST00000161526,ENSMUSE00001217257
ENSMUSG00000026639,ENSMUST00000161526,ENSMUSE00001262107
ENSMUSG00000026639,ENSMUST00000161526,ENSMUSE00000858840
ENSMUSG00000104358,ENSMUST00000192924,ENSMUSE00001344290
ENSMUSG00000026582,ENSMUST00000027874,ENSMUSE00000231177
ENSMUSG00000026582,ENSMUST00000027874,ENSMUSE00000468000
ENSMUSG00000026582,ENSMUST00000027874,ENSMUSE00000160738
ENSMUSG00000026582,ENSMUST00000027874,ENSMUSE00000160730
ENSMUSG00000026582,ENSMUST00000027874,ENSMUSE00000160741
ENSMUSG00000026582,ENSMUST00000027874,ENSMUSE00000231149
ENSMUSG00000026582,ENSMUST00000027874,ENSMUSE00000160739
ENSMUSG00000026582,ENSMUST00000027874,ENSMUSE00000231136
ENSMUSG00000026582,ENSMUST00000027874,ENSMUSE00000160733
ENSMUSG00000026582,ENSMUST00000027874,ENSMUSE00000160736
ENSMUSG00000026582,ENSMUST00000027874,ENSMUSE00000160732
ENSMUSG00000026582,ENSMUST00000027874,ENSMUSE00000160740
ENSMUSG00000026582,ENSMUST00000027874,ENSMUSE00000475558
ENSMUSG00000026582,ENSMUST00000027874,ENSMUSE00000231095
ENSMUSG00000026123,ENSMUST00000156687,ENSMUSE00000796599
ENSMUSG00000026123,ENSMUST00000156687,ENSMUSE00001330112
ENSMUSG00000026123,ENSMUST00000156687,ENSMUSE00001326415
ENSMUSG00000026123,ENSMUST00000156687,ENSMUSE00001329005
ENSMUSG00000026123,ENSMUST00000156687,ENSMUSE00001319573
ENSMUSG00000026123,ENSMUST00000156687,ENSMUSE00001327483
ENSMUSG00000026123,ENSMUST00000156687,ENSMUSE00000800853
ENSMUSG00000026123,ENSMUST00000027297,ENSMUSE00001330112
ENSMUSG00000026123,ENSMUST00000027297,ENSMUSE00001326415
ENSMUSG00000026123,ENSMUST00000027297,ENSMUSE00001329005
ENSMUSG00000026123,ENSMUST00000027297,ENSMUSE00001319573
ENSMUSG00000026123,ENSMUST00000027297,ENSMUSE00001327483
ENSMUSG00000026123,ENSMUST00000027297,ENSMUSE00000782536
ENSMUSG00000026123,ENSMUST00000027297,ENSMUSE00000156020
ENSMUSG00000026123,ENSMUST00000027297,ENSMUSE00000402334
ENSMUSG00000026123,ENSMUST00000152654,ENSMUSE00001330112
ENSMUSG00000026123,ENSMUST00000152654,ENSMUSE00001326415
ENSMUSG00000026123,ENSMUST00000152654,ENSMUSE00000799802
ENSMUSG00000026123,ENSMUST00000152654,ENSMUSE00001473722
ENSMUSG00000026123,ENSMUST00000191722,ENSMUSE00001342290
ENSMUSG00000026123,ENSMUST00000191722,ENSMUSE00001337999
ENSMUSG00000103716,ENSMUST00000193847,ENSMUSE00001339759
ENSMUSG00000103548,ENSMUST00000193622,ENSMUSE00001338209
ENSMUSG00000103760,ENSMUST00000191672,ENSMUSE00001338676
ENSMUSG00000026581,ENSMUST00000192047,ENSMUSE00001341488
ENSMUSG00000026581,ENSMUST00000192047,ENSMUSE00000231018
ENSMUSG00000026581,ENSMUST00000192047,ENSMUSE00000160725
ENSMUSG00000026581,ENSMUST00000192047,ENSMUSE00001035358
ENSMUSG00000026581,ENSMUST00000192047,ENSMUSE00001075143
ENSMUSG00000026581,ENSMUST00000192047,ENSMUSE00000336926
ENSMUSG00000026581,ENSMUST00000192047,ENSMUSE00001471496
ENSMUSG00000026581,ENSMUST00000192047,ENSMUSE00001336738
ENSMUSG00000026581,ENSMUST00000027871,ENSMUSE00000231018
ENSMUSG00000026581,ENSMUST00000027871,ENSMUSE00000160725
ENSMUSG00000026581,ENSMUST00000027871,ENSMUSE00001035358
ENSMUSG00000026581,ENSMUST00000027871,ENSMUSE00001075143
ENSMUSG00000026581,ENSMUST00000027871,ENSMUSE00000336926
ENSMUSG00000026581,ENSMUST00000027871,ENSMUSE00001471496
ENSMUSG00000026581,ENSMUST00000027871,ENSMUSE00000688025
ENSMUSG00000026581,ENSMUST00000027871,ENSMUSE00000160727
ENSMUSG00000026581,ENSMUST00000027871,ENSMUSE00000909568
ENSMUSG00000026581,ENSMUST00000097491,ENSMUSE00000231018
ENSMUSG00000026581,ENSMUST00000097491,ENSMUSE00000160725
ENSMUSG00000026581,ENSMUST00000097491,ENSMUSE00001035358
ENSMUSG00000026581,ENSMUST00000097491,ENSMUSE00001075143
ENSMUSG00000026581,ENSMUST00000097491,ENSMUSE00000336926
ENSMUSG00000026581,ENSMUST00000097491,ENSMUSE00000160727
ENSMUSG00000026581,ENSMUST00000097491,ENSMUSE00001468455
ENSMUSG00000026581,ENSMUST00000097491,ENSMUSE00001342137
ENSMUSG00000026581,ENSMUST00000097491,ENSMUSE00001470724
ENSMUSG00000026581,ENSMUST00000097491,ENSMUSE00001470346
ENSMUSG00000026581,ENSMUST00000195358,ENSMUSE00000336926
ENSMUSG00000026581,ENSMUST00000195358,ENSMUSE00001342234
ENSMUSG00000026581,ENSMUST00000195358,ENSMUSE00001343183
ENSMUSG00000026581,ENSMUST00000195358,ENSMUSE00001466893
ENSMUSG00000026581,ENSMUST00000195358,ENSMUSE00000872562
ENSMUSG00000103997,ENSMUST00000192315,ENSMUSE00001346153
ENSMUSG00000077231,ENSMUST00000104043,ENSMUSE00000664196
ENSMUSG00000104417,ENSMUST00000195168,ENSMUSE00001346045
ENSMUSG00000104417,ENSMUST00000195168,ENSMUSE00001344617
ENSMUSG00000104417,ENSMUST00000195168,ENSMUSE00001341227
ENSMUSG00000104417,ENSMUST00000195168,ENSMUSE00001337696
ENSMUSG00000064601,ENSMUST00000082667,ENSMUSE00000521825
ENSMUSG00000101714,ENSMUST00000187528,ENSMUSE00001323928
ENSMUSG00000101714,ENSMUST00000187528,ENSMUSE00001333137
ENSMUSG00000016194,ENSMUST00000016338,ENSMUSE00000853568
ENSMUSG00000016194,ENSMUST00000016338,ENSMUSE00000134156
ENSMUSG00000016194,ENSMUST00000016338,ENSMUSE00001341737
ENSMUSG00000016194,ENSMUST00000016338,ENSMUSE00001337115
ENSMUSG00000016194,ENSMUST00000016338,ENSMUSE00000284544
ENSMUSG00000016194,ENSMUST00000016338,ENSMUSE00000861704
ENSMUSG00000016194,ENSMUST00000160929,ENSMUSE00001341737
ENSMUSG00000016194,ENSMUST00000160929,ENSMUSE00001337115
ENSMUSG00000016194,ENSMUST00000160929,ENSMUSE00000284544
ENSMUSG00000016194,ENSMUST00000160929,ENSMUSE00000861150
ENSMUSG00000016194,ENSMUST00000160929,ENSMUSE00000864638
ENSMUSG00000016194,ENSMUST00000161737,ENSMUSE00000134156
ENSMUSG00000016194,ENSMUST00000161737,ENSMUSE00001341737
ENSMUSG00000016194,ENSMUST00000161737,ENSMUSE00001337115
ENSMUSG00000016194,ENSMUST00000161737,ENSMUSE00000284544
ENSMUSG00000016194,ENSMUST00000161737,ENSMUSE00000854733
ENSMUSG00000016194,ENSMUST00000161737,ENSMUSE00001343538
ENSMUSG00000016194,ENSMUST00000161737,ENSMUSE00000859515
ENSMUSG00000016194,ENSMUST00000159644,ENSMUSE00000134156
ENSMUSG00000016194,ENSMUST00000159644,ENSMUSE00001341737
ENSMUSG00000016194,ENSMUST00000159644,ENSMUSE00001337115
ENSMUSG00000016194,ENSMUST00000159644,ENSMUSE00001343538
ENSMUSG00000016194,ENSMUST00000159644,ENSMUSE00000868293
ENSMUSG00000016194,ENSMUST00000159644,ENSMUSE00000851106
ENSMUSG00000016194,ENSMUST00000161406,ENSMUSE00000862362
ENSMUSG00000016194,ENSMUST00000161406,ENSMUSE00000857088
ENSMUSG00000016194,ENSMUST00000191977,ENSMUSE00001343088
ENSMUSG00000016194,ENSMUST00000162842,ENSMUSE00000857079
ENSMUSG00000016194,ENSMUST00000162842,ENSMUSE00001345296
ENSMUSG00000016194,ENSMUST00000162842,ENSMUSE00001342238
ENSMUSG00000016194,ENSMUST00000162842,ENSMUSE00000865835
ENSMUSG00000102531,ENSMUST00000194261,ENSMUSE00001341798
ENSMUSG00000102531,ENSMUST00000194261,ENSMUSE00001344184
ENSMUSG00000103089,ENSMUST00000192052,ENSMUSE00001341347
ENSMUSG00000103096,ENSMUST00000191763,ENSMUSE00001344447
ENSMUSG00000102279,ENSMUST00000192572,ENSMUSE00001340332
ENSMUSG00000102279,ENSMUST00000192572,ENSMUSE00001345608
ENSMUSG00000102279,ENSMUST00000192572,ENSMUSE00001340677
ENSMUSG00000009633,ENSMUST00000009777,ENSMUSE00000336892
ENSMUSG00000009633,ENSMUST00000009777,ENSMUSE00000161372
ENSMUSG00000103708,ENSMUST00000193725,ENSMUSE00001337769
ENSMUSG00000103708,ENSMUST00000193725,ENSMUSE00001338998
ENSMUSG00000103708,ENSMUST00000193725,ENSMUSE00001339461
ENSMUSG00000103708,ENSMUST00000194823,ENSMUSE00001343310
ENSMUSG00000103708,ENSMUST00000194823,ENSMUSE00001337393
ENSMUSG00000103708,ENSMUST00000194823,ENSMUSE00001344146
ENSMUSG00000104348,ENSMUST00000192147,ENSMUSE00001343528
ENSMUSG00000104201,ENSMUST00000192017,ENSMUSE00001345058
ENSMUSG00000104201,ENSMUST00000192017,ENSMUSE00001343604
ENSMUSG00000102434,ENSMUST00000195698,ENSMUSE00001340299
ENSMUSG00000103736,ENSMUST00000193570,ENSMUSE00001343868
ENSMUSG00000103736,ENSMUST00000193570,ENSMUSE00001345981
ENSMUSG00000045216,ENSMUST00000088174,ENSMUSE00000550610
ENSMUSG00000045216,ENSMUST00000088174,ENSMUSE00000550593
ENSMUSG00000045216,ENSMUST00000194670,ENSMUSE00001343269
ENSMUSG00000064814,ENSMUST00000082880,ENSMUSE00000522038
ENSMUSG00000104523,ENSMUST00000192656,ENSMUSE00001345086
ENSMUSG00000104523,ENSMUST00000192656,ENSMUSE00001340759
ENSMUSG00000102202,ENSMUST00000193983,ENSMUSE00001340624
ENSMUSG00000102202,ENSMUST00000193983,ENSMUSE00001339452
ENSMUSG00000102202,ENSMUST00000193983,ENSMUSE00001341567
ENSMUSG00000102202,ENSMUST00000193983,ENSMUSE00001339034
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00000858506
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00000854494
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00000160717
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00000160721
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00000160714
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00000160712
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00000160715
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00000160719
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00000160711
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00000160716
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00001297653
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00001286441
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00001236661
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00001213157
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00001304838
ENSMUSG00000026580,ENSMUST00000162746,ENSMUSE00000860109
ENSMUSG00000026580,ENSMUST00000160000,ENSMUSE00000851326
ENSMUSG00000026580,ENSMUST00000160000,ENSMUSE00000848782
ENSMUSG00000026580,ENSMUST00000161152,ENSMUSE00000859867
ENSMUSG00000026580,ENSMUST00000161152,ENSMUSE00001306730
ENSMUSG00000026580,ENSMUST00000161152,ENSMUSE00001252043
ENSMUSG00000026580,ENSMUST00000161152,ENSMUSE00001264276
ENSMUSG00000026580,ENSMUST00000161152,ENSMUSE00001260768
ENSMUSG00000026580,ENSMUST00000161152,ENSMUSE00001205626
ENSMUSG00000026580,ENSMUST00000161152,ENSMUSE00000868781
ENSMUSG00000026580,ENSMUST00000161020,ENSMUSE00001260768
ENSMUSG00000026580,ENSMUST00000161020,ENSMUSE00001205626
ENSMUSG00000026580,ENSMUST00000161020,ENSMUSE00000871717
ENSMUSG00000026580,ENSMUST00000161020,ENSMUSE00000860847
ENSMUSG00000026580,ENSMUST00000162102,ENSMUSE00001205626
ENSMUSG00000026580,ENSMUST00000162102,ENSMUSE00000871070
ENSMUSG00000026580,ENSMUST00000162102,ENSMUSE00000871589
ENSMUSG00000090081,ENSMUST00000161943,ENSMUSE00000853485
ENSMUSG00000090081,ENSMUST00000161943,ENSMUSE00000850849
ENSMUSG00000086593,ENSMUST00000133341,ENSMUSE00000740532
ENSMUSG00000086593,ENSMUST00000133341,ENSMUSE00000747658
ENSMUSG00000086593,ENSMUST00000133341,ENSMUSE00000751255
ENSMUSG00000090553,ENSMUST00000166915,ENSMUSE00000916677
ENSMUSG00000090553,ENSMUST00000166915,ENSMUSE00000875455
